run_id,status,stage_id,model_id,arm_id,narrative_id,environment_seed,scientific_eligible,artifact_kind,metric_path,metric_value_json
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--none--stage0-selected--s617806385,failed,experiment-d,gpt52_main,narrative-content,none,617806385,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--aligned--stage0-selected--s1099057501,failed,experiment-d,gpt52_main,narrative-content,aligned,1099057501,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--aligned--stage0-selected--s1421875452,failed,experiment-d,gpt52_main,narrative-content,aligned,1421875452,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--aligned--stage0-selected--s1769977770,failed,experiment-d,gpt52_main,narrative-content,aligned,1769977770,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--aligned--stage0-selected--s959809858,failed,experiment-d,gpt52_main,narrative-content,aligned,959809858,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--aligned--stage0-selected--s617806385,failed,experiment-d,gpt52_main,narrative-content,aligned,617806385,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--paraphrase--stage0-selected--s1099057501,failed,experiment-d,gpt52_main,narrative-content,paraphrase,1099057501,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--paraphrase--stage0-selected--s1421875452,failed,experiment-d,gpt52_main,narrative-content,paraphrase,1421875452,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--paraphrase--stage0-selected--s1769977770,failed,experiment-d,gpt52_main,narrative-content,paraphrase,1769977770,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--paraphrase--stage0-selected--s959809858,failed,experiment-d,gpt52_main,narrative-content,paraphrase,959809858,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--paraphrase--stage0-selected--s617806385,failed,experiment-d,gpt52_main,narrative-content,paraphrase,617806385,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--opposite--stage0-selected--s1099057501,failed,experiment-d,gpt52_main,narrative-content,opposite,1099057501,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--opposite--stage0-selected--s1421875452,failed,experiment-d,gpt52_main,narrative-content,opposite,1421875452,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--opposite--stage0-selected--s1769977770,failed,experiment-d,gpt52_main,narrative-content,opposite,1769977770,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--opposite--stage0-selected--s959809858,failed,experiment-d,gpt52_main,narrative-content,opposite,959809858,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-d--gpt52_main--narrative-content--opposite--stage0-selected--s617806385,failed,experiment-d,gpt52_main,narrative-content,opposite,617806385,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--no-memory--none--stage0-selected--s1099057501,failed,experiment-b,gpt52_main,no-memory,none,1099057501,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--no-memory--none--stage0-selected--s1421875452,failed,experiment-b,gpt52_main,no-memory,none,1421875452,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--no-memory--none--stage0-selected--s1769977770,failed,experiment-b,gpt52_main,no-memory,none,1769977770,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--no-memory--none--stage0-selected--s959809858,failed,experiment-b,gpt52_main,no-memory,none,959809858,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--no-memory--none--stage0-selected--s617806385,failed,experiment-b,gpt52_main,no-memory,none,617806385,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--episodic-only--none--stage0-selected--s1099057501,failed,experiment-b,gpt52_main,episodic-only,none,1099057501,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--episodic-only--none--stage0-selected--s1421875452,failed,experiment-b,gpt52_main,episodic-only,none,1421875452,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--episodic-only--none--stage0-selected--s1769977770,failed,experiment-b,gpt52_main,episodic-only,none,1769977770,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--episodic-only--none--stage0-selected--s959809858,failed,experiment-b,gpt52_main,episodic-only,none,959809858,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--episodic-only--none--stage0-selected--s617806385,failed,experiment-b,gpt52_main,episodic-only,none,617806385,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--semantic-only--none--stage0-selected--s1099057501,failed,experiment-b,gpt52_main,semantic-only,none,1099057501,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--semantic-only--none--stage0-selected--s1421875452,failed,experiment-b,gpt52_main,semantic-only,none,1421875452,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--semantic-only--none--stage0-selected--s1769977770,failed,experiment-b,gpt52_main,semantic-only,none,1769977770,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--semantic-only--none--stage0-selected--s959809858,failed,experiment-b,gpt52_main,semantic-only,none,959809858,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--semantic-only--none--stage0-selected--s617806385,failed,experiment-b,gpt52_main,semantic-only,none,617806385,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--unverified-dual--none--stage0-selected--s1099057501,failed,experiment-b,gpt52_main,unverified-dual,none,1099057501,False,failure-audit-artifact,,null
finevo-pilot-v2.11.2--experiment-b--gpt52_main--unverified-dual--none--stage0-selected--s1421875452,failed,experiment-b,gpt52_main,unverified-dual,none,1421875452,False,failure-audit-artifact,,null
