run_id,status,stage_id,model_id,arm_id,narrative_id,environment_seed,scientific_eligible,artifact_kind,metric_path,metric_value_json
finevo-pilot-v1--cross-model-sentinels--llama4_maverick_sentinel--no-memory--none--stage0-selected--s1421875452,capability-no-go,cross-model-sentinels,llama4_maverick_sentinel,no-memory,none,1421875452,False,,,null
finevo-pilot-v1--cross-model-sentinels--llama4_maverick_sentinel--no-memory--none--stage0-selected--s1769977770,capability-no-go,cross-model-sentinels,llama4_maverick_sentinel,no-memory,none,1769977770,False,,,null
finevo-pilot-v1--cross-model-sentinels--llama33_local_sentinel--full--none--stage0-selected--s1099057501,capability-no-go,cross-model-sentinels,llama33_local_sentinel,full,none,1099057501,False,,,null
finevo-pilot-v1--cross-model-sentinels--llama33_local_sentinel--full--none--stage0-selected--s1421875452,capability-no-go,cross-model-sentinels,llama33_local_sentinel,full,none,1421875452,False,,,null
finevo-pilot-v1--cross-model-sentinels--llama33_local_sentinel--full--none--stage0-selected--s1769977770,capability-no-go,cross-model-sentinels,llama33_local_sentinel,full,none,1769977770,False,,,null
finevo-pilot-v1--cross-model-sentinels--llama33_local_sentinel--no-memory--none--stage0-selected--s1099057501,capability-no-go,cross-model-sentinels,llama33_local_sentinel,no-memory,none,1099057501,False,,,null
finevo-pilot-v1--cross-model-sentinels--llama33_local_sentinel--no-memory--none--stage0-selected--s1421875452,capability-no-go,cross-model-sentinels,llama33_local_sentinel,no-memory,none,1421875452,False,,,null
finevo-pilot-v1--cross-model-sentinels--llama33_local_sentinel--no-memory--none--stage0-selected--s1769977770,capability-no-go,cross-model-sentinels,llama33_local_sentinel,no-memory,none,1769977770,False,,,null
finevo-pilot-v1--cross-model-sentinels--opus48_sentinel--matched-a--none--stage0-selected--s1099057501,capability-no-go,cross-model-sentinels,opus48_sentinel,matched-a,none,1099057501,False,,,null
finevo-pilot-v1--cross-model-sentinels--opus48_sentinel--matched-a--none--stage0-selected--s1421875452,capability-no-go,cross-model-sentinels,opus48_sentinel,matched-a,none,1421875452,False,,,null
finevo-pilot-v1--cross-model-sentinels--opus48_sentinel--matched-a--none--stage0-selected--s1769977770,capability-no-go,cross-model-sentinels,opus48_sentinel,matched-a,none,1769977770,False,,,null
finevo-pilot-v1--cross-model-sentinels--opus48_sentinel--matched-b--none--stage0-selected--s1099057501,capability-no-go,cross-model-sentinels,opus48_sentinel,matched-b,none,1099057501,False,,,null
finevo-pilot-v1--cross-model-sentinels--opus48_sentinel--matched-b--none--stage0-selected--s1421875452,capability-no-go,cross-model-sentinels,opus48_sentinel,matched-b,none,1421875452,False,,,null
finevo-pilot-v1--cross-model-sentinels--opus48_sentinel--matched-b--none--stage0-selected--s1769977770,capability-no-go,cross-model-sentinels,opus48_sentinel,matched-b,none,1769977770,False,,,null
